"seqName","subtype","Htype","Ntype","host","host2","accn","isName","place","country","region","continent","dateTxt","decDate","seg","segNumber","birdOrder","wildDom","shortLong","avHost3","avHost4","avHost5","beastNames","len"
"H5N5_Avian_CY177207_A/mallard/California/1376/2013_USA_2013/07/22_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177207","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177207_A/mallard/California/1376/2013|2013.553","1742"
"H5N5_Avian_CY177208_A/mallard/California/1376/2013_USA_2013/07/22_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177208","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177208_A/mallard/California/1376/2013|2013.553","1002"
"H5N5_Avian_CY177209_A/mallard/California/1376/2013_USA_2013/07/22_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177209","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177209_A/mallard/California/1376/2013|2013.553","1444"
"H5N5_Avian_CY177210_A/mallard/California/1376/2013_USA_2013/07/22_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177210","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177210_A/mallard/California/1376/2013|2013.553","1537"
"H5N5_Avian_CY177211_A/mallard/California/1376/2013_USA_2013/07/22_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177211","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177211_A/mallard/California/1376/2013|2013.553","865"
"H5N5_Avian_CY177212_A/mallard/California/1376/2013_USA_2013/07/22_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177212","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177212_A/mallard/California/1376/2013|2013.553","2208"
"H5N5_Avian_CY177213_A/mallard/California/1376/2013_USA_2013/07/22_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177213","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177213_A/mallard/California/1376/2013|2013.553","2304"
"H5N5_Avian_CY177214_A/mallard/California/1376/2013_USA_2013/07/22_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177214","A/mallard/California/1376/2013","California","USA","NorthernAmerica","America","2013/07/22","2013.55342465753","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177214_A/mallard/California/1376/2013|2013.553","2316"
"H5N5_Avian_CY177215_A/mallard/California/1386/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177215","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177215_A/mallard/California/1386/2013|2013.556","1742"
"H5N5_Avian_CY177216_A/mallard/California/1386/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177216","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177216_A/mallard/California/1386/2013|2013.556","1002"
"H5N5_Avian_CY177217_A/mallard/California/1386/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177217","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177217_A/mallard/California/1386/2013|2013.556","1444"
"H5N5_Avian_CY177218_A/mallard/California/1386/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177218","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177218_A/mallard/California/1386/2013|2013.556","1537"
"H5N5_Avian_CY177219_A/mallard/California/1386/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177219","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177219_A/mallard/California/1386/2013|2013.556","865"
"H5N5_Avian_CY177220_A/mallard/California/1386/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177220","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177220_A/mallard/California/1386/2013|2013.556","2208"
"H5N5_Avian_CY177221_A/mallard/California/1386/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177221","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177221_A/mallard/California/1386/2013|2013.556","2304"
"H5N5_Avian_CY177222_A/mallard/California/1386/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177222","A/mallard/California/1386/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177222_A/mallard/California/1386/2013|2013.556","2316"
"H5N5_Avian_CY177223_A/mallard/California/1392/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177223","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177223_A/mallard/California/1392/2013|2013.556","1742"
"H5N5_Avian_CY177224_A/mallard/California/1392/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177224","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177224_A/mallard/California/1392/2013|2013.556","1002"
"H5N5_Avian_CY177225_A/mallard/California/1392/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177225","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177225_A/mallard/California/1392/2013|2013.556","1444"
"H5N5_Avian_CY177226_A/mallard/California/1392/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177226","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177226_A/mallard/California/1392/2013|2013.556","1537"
"H5N5_Avian_CY177227_A/mallard/California/1392/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177227","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177227_A/mallard/California/1392/2013|2013.556","865"
"H5N5_Avian_CY177228_A/mallard/California/1392/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177228","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177228_A/mallard/California/1392/2013|2013.556","2208"
"H5N5_Avian_CY177229_A/mallard/California/1392/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177229","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177229_A/mallard/California/1392/2013|2013.556","2304"
"H5N5_Avian_CY177230_A/mallard/California/1392/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177230","A/mallard/California/1392/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177230_A/mallard/California/1392/2013|2013.556","2316"
"H5N5_Avian_CY177231_A/mallard/California/1395/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177231","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177231_A/mallard/California/1395/2013|2013.556","1742"
"H5N5_Avian_CY177232_A/mallard/California/1395/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177232","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177232_A/mallard/California/1395/2013|2013.556","1002"
"H5N5_Avian_CY177233_A/mallard/California/1395/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177233","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177233_A/mallard/California/1395/2013|2013.556","1444"
"H5N5_Avian_CY177234_A/mallard/California/1395/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177234","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177234_A/mallard/California/1395/2013|2013.556","1537"
"H5N5_Avian_CY177235_A/mallard/California/1395/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177235","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177235_A/mallard/California/1395/2013|2013.556","865"
"H5N5_Avian_CY177236_A/mallard/California/1395/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177236","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177236_A/mallard/California/1395/2013|2013.556","2208"
"H5N5_Avian_CY177237_A/mallard/California/1395/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177237","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177237_A/mallard/California/1395/2013|2013.556","2304"
"H5N5_Avian_CY177238_A/mallard/California/1395/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177238","A/mallard/California/1395/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177238_A/mallard/California/1395/2013|2013.556","2316"
"H5N5_Avian_CY177247_A/mallard/California/1397/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177247","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177247_A/mallard/California/1397/2013|2013.556","1742"
"H5N5_Avian_CY177248_A/mallard/California/1397/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177248","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177248_A/mallard/California/1397/2013|2013.556","1002"
"H5N5_Avian_CY177249_A/mallard/California/1397/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177249","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177249_A/mallard/California/1397/2013|2013.556","1444"
"H5N5_Avian_CY177250_A/mallard/California/1397/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177250","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177250_A/mallard/California/1397/2013|2013.556","1537"
"H5N5_Avian_CY177251_A/mallard/California/1397/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177251","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177251_A/mallard/California/1397/2013|2013.556","865"
"H5N5_Avian_CY177252_A/mallard/California/1397/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177252","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177252_A/mallard/California/1397/2013|2013.556","2208"
"H5N5_Avian_CY177253_A/mallard/California/1397/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177253","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177253_A/mallard/California/1397/2013|2013.556","2304"
"H5N5_Avian_CY177254_A/mallard/California/1397/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177254","A/mallard/California/1397/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177254_A/mallard/California/1397/2013|2013.556","2316"
"H5N5_Avian_CY177263_A/mallard/California/1399/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177263","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177263_A/mallard/California/1399/2013|2013.556","1742"
"H5N5_Avian_CY177264_A/mallard/California/1399/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177264","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177264_A/mallard/California/1399/2013|2013.556","1002"
"H5N5_Avian_CY177265_A/mallard/California/1399/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177265","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177265_A/mallard/California/1399/2013|2013.556","1444"
"H5N5_Avian_CY177266_A/mallard/California/1399/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177266","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177266_A/mallard/California/1399/2013|2013.556","1537"
"H5N5_Avian_CY177267_A/mallard/California/1399/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177267","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177267_A/mallard/California/1399/2013|2013.556","865"
"H5N5_Avian_CY177268_A/mallard/California/1399/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177268","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177268_A/mallard/California/1399/2013|2013.556","2208"
"H5N5_Avian_CY177269_A/mallard/California/1399/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177269","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177269_A/mallard/California/1399/2013|2013.556","2304"
"H5N5_Avian_CY177270_A/mallard/California/1399/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177270","A/mallard/California/1399/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177270_A/mallard/California/1399/2013|2013.556","2316"
"H5N5_Avian_CY177271_A/mallard/California/1400/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177271","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177271_A/mallard/California/1400/2013|2013.556","1742"
"H5N5_Avian_CY177272_A/mallard/California/1400/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177272","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177272_A/mallard/California/1400/2013|2013.556","1002"
"H5N5_Avian_CY177273_A/mallard/California/1400/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177273","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177273_A/mallard/California/1400/2013|2013.556","1444"
"H5N5_Avian_CY177274_A/mallard/California/1400/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177274","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177274_A/mallard/California/1400/2013|2013.556","1537"
"H5N5_Avian_CY177275_A/mallard/California/1400/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177275","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177275_A/mallard/California/1400/2013|2013.556","865"
"H5N5_Avian_CY177276_A/mallard/California/1400/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177276","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177276_A/mallard/California/1400/2013|2013.556","2208"
"H5N5_Avian_CY177277_A/mallard/California/1400/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177277","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177277_A/mallard/California/1400/2013|2013.556","2304"
"H5N5_Avian_CY177278_A/mallard/California/1400/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177278","A/mallard/California/1400/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177278_A/mallard/California/1400/2013|2013.556","2316"
"H5N5_Avian_CY177279_A/mallard/California/1411/2013_USA_2013/07/23_4 (HA)","H5N5","H5","N5","Avian","mallard","CY177279","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177279_A/mallard/California/1411/2013|2013.556","1742"
"H5N5_Avian_CY177280_A/mallard/California/1411/2013_USA_2013/07/23_7 (MP)","H5N5","H5","N5","Avian","mallard","CY177280","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177280_A/mallard/California/1411/2013|2013.556","1002"
"H5N5_Avian_CY177281_A/mallard/California/1411/2013_USA_2013/07/23_6 (NA)","H5N5","H5","N5","Avian","mallard","CY177281","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177281_A/mallard/California/1411/2013|2013.556","1444"
"H5N5_Avian_CY177282_A/mallard/California/1411/2013_USA_2013/07/23_5 (NP)","H5N5","H5","N5","Avian","mallard","CY177282","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177282_A/mallard/California/1411/2013|2013.556","1537"
"H5N5_Avian_CY177283_A/mallard/California/1411/2013_USA_2013/07/23_8 (NS)","H5N5","H5","N5","Avian","mallard","CY177283","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177283_A/mallard/California/1411/2013|2013.556","865"
"H5N5_Avian_CY177284_A/mallard/California/1411/2013_USA_2013/07/23_3 (PA)","H5N5","H5","N5","Avian","mallard","CY177284","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","3 (PA)","3","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177284_A/mallard/California/1411/2013|2013.556","2208"
"H5N5_Avian_CY177285_A/mallard/California/1411/2013_USA_2013/07/23_2 (PB1)","H5N5","H5","N5","Avian","mallard","CY177285","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","2 (PB1)","2","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177285_A/mallard/California/1411/2013|2013.556","2304"
"H5N5_Avian_CY177286_A/mallard/California/1411/2013_USA_2013/07/23_1 (PB2)","H5N5","H5","N5","Avian","mallard","CY177286","A/mallard/California/1411/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","1 (PB2)","1","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5N5_Avian_CY177286_A/mallard/California/1411/2013|2013.556","2316"
"mixed,H4_Avian_CY177287_A/mallard/California/1412/2013_USA_2013/07/23_4 (HA)","mixed,H4","H4","NX","Avian","mallard","CY177287","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H4NX_Avian_CY177287_A/mallard/California/1412/2013|2013.556","1713"
"mixed,H5_Avian_CY177288_A/mallard/California/1412/2013_USA_2013/07/23_4 (HA)","mixed,H5","H5","NX","Avian","mallard","CY177288","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","4 (HA)","4","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","H5NX_Avian_CY177288_A/mallard/California/1412/2013|2013.556","1742"
"mixed_Avian_CY177289_A/mallard/California/1412/2013_USA_2013/07/23_7 (MP)","mixed","HX","NX","Avian","mallard","CY177289","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","7 (MP)","7","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177289_A/mallard/California/1412/2013|2013.556","1002"
"mixed,N6_Avian_CY177290_A/mallard/California/1412/2013_USA_2013/07/23_6 (NA)","mixed,N6","HX","N6","Avian","mallard","CY177290","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXN6_Avian_CY177290_A/mallard/California/1412/2013|2013.556","1440"
"mixed,N5_Avian_CY177291_A/mallard/California/1412/2013_USA_2013/07/23_6 (NA)","mixed,N5","HX","N5","Avian","mallard","CY177291","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","6 (NA)","6","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXN5_Avian_CY177291_A/mallard/California/1412/2013|2013.556","1444"
"mixed_Avian_CY177292_A/mallard/California/1412/2013_USA_2013/07/23_5 (NP)","mixed","HX","NX","Avian","mallard","CY177292","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","5 (NP)","5","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177292_A/mallard/California/1412/2013|2013.556","1540"
"mixed_Avian_CY177293_A/mallard/California/1412/2013_USA_2013/07/23_8 (NS)","mixed","HX","NX","Avian","mallard","CY177293","A/mallard/California/1412/2013","California","USA","NorthernAmerica","America","2013/07/23","2013.55616438356","8 (NS)","8","ans","Wild","Short","Wild-bird","Wild-ans","Wild-ans-short","HXNX_Avian_CY177293_A/mallard/California/1412/2013|2013.556","865"
